POYEAR,POSERIES,PONO,PODATE,SUPPCODE,OURREF,YOURREF,NOITEMS,EXCISE,EXCISEPER,EDUCESSPER,SALETAX,SALETAXPER,OCTROIPER,MILDELIV,FREIGHT,PAYTERM,BANKTHRU,ADVAMOUNT,INSURANCE,INSAMOUNT,DESPATCH,REMARK1,REMARK2,REMARK3,REMARK4,CHGPODATE,EXITEMS,STATUS,USERID,ACTION,PRTFLG,FREIGHTRS,ADVNOTENO,BKSRS,VOUNO,ADVPRTFLG,SALETAXPER1,SALETAXPER2,GPS_YEAR,GPS_SER,GPS_NO
20122013,CP,485,22-03-13,302L069,,,1,0,0,0,1,15,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,00:00.0,1,E,STORE,AMD,P,0,0, ,0, ,12.5,2.5,,,0
20122013,CP,486,22-03-13,302B197,,,1,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,CP,487,22-03-13,302K116,,,6,0,0,0,1,5,0,EX WORKS,1450/- extra,30 DAYS, ,0,0,0,3,,,,,00:00.0,6,E,ASD,UPD,P,0,0, ,0, ,4,1,,,0
20122013,CP,488,25-03-13,302S791,,,1,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,0, ,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,CP,489,26-03-13,302P181,,,1,3,905,3,1,15,0,ex works,extra,IMMEDIATE, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,00:00.0,1,E,ASD,UPD,P,0,0, ,0, ,12.5,2.5,,,0
20122013,CP,490,29-03-13,302P135,,,4,0,0,0,1,5,0,EX WORKS,EXTRA,IMMEDIATE, ,0,0,0,3,,,,,NULL,4,E,ASD,ADD,P,0,0, ,0, ,4,1,,,0
20122013,CP,491,29-03-13,302H114,,,2,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,2,E,ASD,ADD,P,0,0, ,0, ,4,1,,,0
20122013,CP,492,29-03-13,302K124,,,4,1,0,0,1,5,0,MILL DELIVERY,NIL,30 DAYS, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,00:00.0,0, ,STORE,UPD,P,0,0, ,0, ,4,1,,,0
20122013,CP,493,29-03-13,302I136,,,2,4,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,0, ,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,CP,494,29-03-13,302P181,,,1,4,0,0,1,15,0,EX WORKS,EXTRA,IMMEDIATE, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,0, ,STORE,ADD,P,0,0, ,0, ,12.5,2.5,,,0
20122013,CP,495,29-03-13,302P135,,,1,4,0,0,1,5,0,EX WORKS,EXTRA,IMMEDIATE, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,0, ,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,CP,496,29-03-13,302P135,,,1,0,0,0,1,5,0,EX WORKS,EXTRA,IMMEDIATE, ,0,0,0,3,,,,,00:00.0,0, ,STORE,UPD,P,0,0, ,0, ,4,1,,,0
20122013,CP,497,29-03-13,302H114,,,1,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,CP,498,29-03-13,302A295,,,1,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,CP,499,25-03-13,302S240,,,1,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,CP,500,29-03-13,302K124,,,1,0,0,0,1,5,0,MILL DELIVERY,NIL,30 DAYS, ,0,0,0,3,,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,CP,501,29-03-13,302Y030,,,1,2,12,3,2,2,0,EX WORKS,EXTRA,25% ADVANCE, ,73500,0,0,3,65% AGNST PROFORMA,10% AGNST SUCCESSFUL COMMISSIONING,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,00:00.0,0, ,STORE,UPD,P,0,0, ,0, ,2,0,,,0
20122013,FC,25,22-03-13,302J174,,,1,0,0,0,1,0,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,0, ,STORE,ADD,P,0,0, ,0, ,0,0,,,0
20122013,FC,26,22-03-13,302J174,,,5,0,0,0,1,0,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,00:00.0,3, ,STORE,UPD,P,0,0, ,0, ,0,0,,,0
20122013,FC,27,22-03-13,302J174,,,1,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,FC,28,26-03-13,302J174,,,1,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,0, ,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,IM,16,18-03-13,302H080,,,6,3,8447.24,3,0,0,0,EX WORKS,,IMMEDIATE, ,0,0,0,2,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,6,E,STORE,ADD,P,85720.36,0, ,0, ,0,0,,,0
20122013,IM,17,28-03-13,302A484,,,1,3,8087.47,3,0,0,0,EX WORKS,,, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,00:00.0,1,E,STORE,UPD,P,144339.82,0, ,0, ,0,0,,,0
20122013,IM,18,28-03-13,302H037,,,4,3,6144.42,3,0,0,0,EX WORKS,,IMMEDIATE, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,00:00.0,4,E,STORE,UPD,P,268366.71,0, ,0, ,0,0,,,0
20122013,LB,197,09-03-13,302C197,,,5,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,00:00.0,5,E,STORE,UPD,P,0,0, ,0, ,4,1,,,0
20122013,LB,198,09-03-13,302S017,,,1,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,LB,199,09-03-13,302K120,,,2,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,2,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,LB,200,09-03-13,302D003,,,1,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,0, ,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,LB,201,09-03-13,302N056,,,1,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,LB,202,15-03-13,302K120,,,1,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,LB,203,21-03-13,302K120,,,3,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,00:00.0,3,E,STORE,UPD,P,0,0, ,0, ,4,1,,,0
20122013,LB,204,21-03-13,3.02E+123,,,2,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,00:00.0,2,E,STORE,UPD,P,0,0, ,0, ,4,1,,,0
20122013,LB,205,20-03-13,302S630,,,3,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,00:00.0,3,E,STORE,UPD,P,0,0, ,0, ,4,1,,,0
20122013,LB,206,20-03-13,302D003,,,2,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,00:00.0,2,E,STORE,UPD,P,0,0, ,0, ,4,1,,,0
20122013,LB,207,22-03-13,302D003,,,5,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,5,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,LB,208,22-03-13,302S630,,,3,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,3,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,LB,209,22-03-13,302K120,,,1,0,0,0,1,5,0,MILL DELI VERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,0, ,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,LB,210,22-03-13,3.02E+123,,,1,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,LB,211,22-03-13,302D003,,,1,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,LB,212,22-03-13,302S630,,,1,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,LB,213,23-03-13,302S051,GP.NO.418 DT.6/3/13,INVOICE NO.211360322 DT.23/3/1,1,0,0,0,6,12.36,0,EX WORK,NIL,PAID, ,0,0,0,3,MATERIAL RECEIVED,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,12.36,0,20122013,REP,418
20122013,LB,214,25-03-13,3.02E+123,,,1,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,LB,215,25-03-13,302D003,,,5,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,4, ,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,LB,216,25-03-13,302S630,,,4,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,4,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,LB,217,29-03-13,302C183,,,1,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,1,E,ASD,ADD,P,0,0, ,0, ,4,1,,,0
20122013,MM,63,04-03-13,302A504,,RECEIVED,4,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,2,,,,,00:00.0,4,E,STORE,UPD,P,0,0, ,0, ,4,1,,,0
20122013,MM,64,06-03-13,302P314,,,4,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,00:00.0,4,E,STORE,UPD,P,0,0, ,0, ,4,1,,,0
20122013,MM,65,06-03-13,302R235,,,2,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,00:00.0,2,E,STORE,UPD,P,0,0, ,0, ,4,1,,,0
20122013,MM,66,06-03-13,302T151,,,9,0,0,0,1,5,0,EX WORKS,EXTRA AT ACTUAL,60 DAYS, ,0,0,0,3,,,,,NULL,9,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,MM,67,18-03-13,302A504,,RECEIVED,4,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,4,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,MM,68,19-03-13,302P314,,,2,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,2,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,MM,69,19-03-13,302M261,,,4,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,4,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,MS,172,01-03-13,302P314,,,1,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,MS,173,01-03-13,302J172,,,1,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,MS,174,02-03-13,302N056,,,1,0,0,0,1,15,0,MILL DELIVERY,NIL,CASH PAYMENT, ,0,0,0,3,,,,,00:00.0,1,E,STORE,UPD,P,0,0, ,0, ,12.5,2.5,,,0
20122013,MS,175,04-03-13,302M261,,,2,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,00:00.0,2,E,STORE,UPD,P,0,0, ,0, ,4,1,,,0
20122013,MS,176,04-03-13,302C227,,,5,0,0,0,1,5,0,MILL DELIVERY,NILL,60 DAYS, ,0,0,0,3,MATERIAL RECEIVED,SERVICE CHARGE RS./-750  PER VISIT,(750X2 VISIT=1500 RS. EXTRA),,00:00.0,5,E,STORE,UPD,P,0,0, ,0, ,4,1,,,0
20122013,MS,177,07-03-13,302F069,TELE.ENQ.,TELE.QUOT.,1,2,12,3,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,2,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,MS,178,11-03-13,302C234,,,2,0,0,0,1,15,0,EX WORKS,EXTRA,7 DAYS, ,0,0,0,3,WARRANTY: WARRANTEED AGAINST ANY,MANUFACTURING DEFECT FOR A PERIOD OF,ONE YEAR FROM THE DATE OF DISPATCH,,00:00.0,2,E,STORE,UPD,P,0,0, ,0, ,12.5,2.5,,,0
20122013,MS,179,11-03-13,302M028,,,1,0,0,0,1,15,0,MILL DELIVERY,NIL,60 DAY, ,0,0,0,3,,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,12.5,2.5,,,0
20122013,MS,180,11-03-13,302M294,,,5,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,0, ,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,MS,181,11-03-13,302N056,,,2,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,00:00.0,2,E,STORE,UPD,P,0,0, ,0, ,4,1,,,0
20122013,MS,182,11-03-13,302N056,,,1,0,0,0,1,15,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,00:00.0,1,E,STORE,UPD,P,0,0, ,0, ,12.5,2.5,,,0
20122013,MS,183,11-03-13,302M294,,,1,0,0,0,1,15,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,0, ,STORE,ADD,P,0,0, ,0, ,12.5,2.5,,,0
20122013,MS,184,12-03-13,302V129,LAST PO.MS/155 DT.25-01-13,,1,2,12,3,2,2,0,EX.NAGPUR,EXTRA,30 DAY'S, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,2,0,,,0
20122013,MS,185,12-03-13,302M028,,,1,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,2,,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,MS,186,13-03-13,302M028,,,1,0,0,0,1,15,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,0, ,STORE,ADD,P,0,0, ,0, ,12.5,2.5,,,0
20122013,MS,187,15-03-13,302A406,,,1,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,MS,188,15-03-13,302N075,,MATERIAL RECEIVED,1,0,0,0,1,15,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,2,,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,12.5,2.5,,,0
20122013,MS,189,20-03-13,302A406,,,2,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,00:00.0,2,E,STORE,AMD,P,0,0, ,0, ,4,1,,,0
20122013,MS,190,20-03-13,302M261,,,1,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,00:00.0,1,E,STORE,AMD,P,0,0, ,0, ,4,1,,,0
20122013,MS,191,20-03-13,302L082,,,3,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,00:00.0,3,E,STORE,AMD,P,0,0, ,0, ,4,1,,,0
20122013,MS,192,21-03-13,302H114,,,1,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,1,E,ASD,ADD,P,0,0, ,0, ,4,1,,,0
20122013,MS,193,22-03-13,302N187,,,2,0,0,0,1,5,0,MILL DELIVERY,NIL,AGANST PROFORMA, ,17325,0,0,3,,,,,00:00.0,0, ,STORE,UPD,P,0,0, ,0, ,4,1,,,0
20122013,MS,194,22-03-13,302K245,,,2,0,0,0,1,5,0,MILL DELIVERY,NIL,30 DAYS, ,0,0,0,3,WARRANTY: 3 MONTH FOR ITEM 1,,,,00:00.0,1, ,STORE,UPD,P,0,0, ,0, ,4,1,,,0
20122013,MS,195,22-03-13,302D168,,,1,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,00:00.0,0, ,STORE,UPD,P,0,0, ,0, ,4,1,,,0
20122013,MS,196,22-03-13,302J150,,,1,0,0,0,1,15,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,00:00.0,1,E,STORE,UPD,P,0,0, ,0, ,12.5,2.5,,,0
20122013,MS,197,22-03-13,302K192,,,1,0,0,0,1,15,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,12.5,2.5,,,0
20122013,MS,198,22-03-13,302H181,,,8,0,0,0,2,2,0,EX WORKS,EXTRA,30 DAYS, ,0,0,0,3,,,,,00:00.0,0, ,ASD,UPD,P,0,0, ,0, ,2,0,,,0
20122013,MS,200,23-03-13,302N075,,RECEIVED,1,0,0,0,1,15,0,EX WORKS,EXTRA AT ACTUAL,60 DAYS, ,0,0,0,2,,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,12.5,2.5,,,0
20122013,MS,201,23-03-13,302N075,,RECEIVED,1,0,0,0,1,15,0,EX WORKS,EXTRA AT ACTUAL,60 DAYS, ,0,0,0,2,,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,12.5,2.5,,,0
20122013,MS,202,25-03-13,302P084,,,3,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,2, ,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,MS,203,25-03-13,302J150,,,1,0,0,0,1,0,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,1,E,ASD,ADD,P,0,0, ,0, ,0,0,,,0
20122013,MS,204,25-03-13,3.02E+86,,,2,0,0,0,1,2,0,EX WORKS,courier charge,AGAINST PROFORMA, ,918,0,0,3,,,,,00:00.0,0, ,STORE,UPD,P,102,0, ,0, ,2,0,,,0
20122013,MS,205,26-03-13,302M261,,,1,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,MS,206,29-03-13,302I138,,,1,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,1,E,ASD,ADD,P,0,0, ,0, ,4,1,,,0
20122013,MS,207,29-03-13,302R238,,,1,0,0,0,0,0,0,MILL DELIVERY,NIL,30 DAYS AFTER COMPL. DELIVERY, ,0,0,0,3,,,,,00:00.0,0, ,STORE,UPD,P,0,0, ,0, ,0,0,,,0
20122013,OG,86,01-03-13,302P336,,,1,1,0,0,1,17.5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,15,2.5,,,0
20122013,OG,87,02-03-13,302R167,,,2,1,0,0,1,17.5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,2,E,STORE,ADD,P,0,0, ,0, ,15,2.5,,,0
20122013,OG,88,02-03-13,302P336,,,2,1,0,0,1,17.5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,2,E,STORE,ADD,P,0,0, ,0, ,15,2.5,,,0
20122013,OG,89,12-03-13,302R167,,RECEIVED,2,1,0,0,1,17.5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,2,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,2,E,STORE,ADD,P,0,0, ,0, ,15,2.5,,,0
20122013,OG,90,12-03-13,302P336,,,3,1,0,0,1,17.5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,3,E,STORE,ADD,P,0,0, ,0, ,15,2.5,,,0
20122013,OG,91,20-03-13,302R167,,,2,1,0,0,1,17.5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,2,E,STORE,ADD,P,0,0, ,0, ,15,2.5,,,0
20122013,OG,92,20-03-13,302P336,,,2,1,0,0,1,17.5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,2,E,STORE,ADD,P,0,0, ,0, ,15,2.5,,,0
20122013,PK,712,01-03-13,302N176,TELE.ENQ.,TELE.QUOT.,1,2,12,3,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,2,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,713,01-03-13,302N176,D - 090/675 DT.28-02-13,,1,2,12,3,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,714,02-03-13,302N170,TELE.ENQ.,TELE.QUOT.,1,2,12,3,1,5,0,MILL-DELIVERY,N I L,60 DAY'S, ,0,0,0,2,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,715,02-03-13,302D204,LAST PO.PK-645 DT.29/01/13,,1,2,12,3,1,5,0,MILL DELIVERY,NIL,30 DAY'S, ,0,0,0,2,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,716,04-03-13,302N176, A -405/679 DT.02-03-13,,1,2,12,3,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,717,04-03-13,302N176,C-075/683 DT.02-03-13,,1,2,12,3,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,718,04-03-13,302N176,B-139/684 DT.02-03-13,,1,2,12,3,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,00:00.0,1,E,STORE,UPD,P,0,0, ,0, ,4,1,,,0
20122013,PK,719,04-03-13,302N176,TELE.ENQ.,TELE.QUOT.,1,2,12,3,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,720,05-03-13,302F069,TELE.ENQ.,TELE.QUOT.,3,2,12,3,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,2,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,3,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,721,05-03-13,302M276,AS PER E-MAIL DT.05-03-2013,,1,2,12,3,3,0,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,00:00.0,1,E,STORE,UPD,P,0,0, ,0, ,0,0,,,0
20122013,PK,722,06-03-13,302N176,TELE.ENQ.,TELE.QUOT.,1,2,12,3,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,2,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,00:00.0,1,E,STORE,UPD,P,0,0, ,0, ,4,1,,,0
20122013,PK,723,06-03-13,302N176,N - 070/689 DT.05-03-2013,,1,2,12,3,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,724,06-03-13,302N176,1-071 / 688,,1,2,12,3,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
