POYEAR,POSERIES,PONO,ITEMCODE,INDENTOR,INDYEAR,INDENTNO,MAJSRNO,ENQYEAR,ENQNO,SQTY,PORATE,DISCPER,DLVDATE,AP_VALUE,RECPTYEAR,RECPTNO,RECPTDATE,RECPTQTY,INWYEAR,INWARDNO,INWQTY,STATUS,USERID,ACTION,MOREDESC,MOREDESC1,MOREDESC2,DEPTYPE,DEPTCODE,MACHTYPE,MACHCODE,GPS_QTY,PEN_QTY
20122013,CP,474,15201435,107,20122013,50776,,,0,50,68,0,26-03-13,3570,20122013,9006,22-03-13,50,20122013,8588,50,E,STORE,ADD,-,,,D,507,M,117,0,0
20122013,CP,475,15282550,107,20122013,50776,,,0,10,42,0,26-03-13,441,20122013,9030,23-03-13,10,20122013,8608,10,E,STORE,ADD,-,,,D,507,M,117,0,0
20122013,CP,476,15284201,107,20122013,50776,,,0,30,70,0,26-03-13,2205,20122013,8977,21-03-13,30,20122013,8560,30,E,STORE,ADD,-,,,D,507,M,117,0,0
20122013,CP,477,15284203,107,20122013,50776,,,0,20,60,0,26-03-13,1260,20122013,9007,22-03-13,20,20122013,8589,20,E,STORE,ADD,-,,,D,507,M,117,0,0
20122013,CP,478,15284341,106,20122013,5837,,,0,1,105500,33,30-03-13,74219.25, ,0,NULL,0, ,0,0, ,STORE,UPD,-,,,D,3,M,114,0,0
20122013,CP,479,15201350,107,20122013,50774,,,0,60,224.5,0,27-03-13,14143.5,20122013,9096,25-03-13,61,20122013,8683,61,E,STORE,UPD,-,,,D,507,M,117,0,0
20122013,CP,480,15282039,107,20122013,50774,,,0,2,9500,0,27-03-13,19950,20122013,8941,21-03-13,2,20122013,8530,2,E,STORE,AMD,,,,D,507,M,117,0,0
20122013,CP,480,15284220,107,20122013,50774,,,0,2,140,0,27-03-13,294,20122013,8941,21-03-13,2,20122013,8530,2,E,STORE,AMD,,,,D,507,M,117,0,0
20122013,CP,481,15216079,103,20122013,40552,,,0,1,19000,0,28-03-13,19000,20122013,8996,22-03-13,1,20122013,8575,1,E,STORE,ADD,,,,D,411,M,O01,0,0
20122013,CP,482,15281157,220,20122013,40553,,,0,1,95000,0,28-03-13,99750, ,0,NULL,0, ,0,0, ,STORE,ADD,,,,D,413,M,O01,0,0
20122013,CP,483,15201008,107,20122013,50779,,,0,500,47.4,0,28-03-13,24885,20122013,9183,28-03-13,510,20122013,8752,510,E,ASD,ADD,,,,D,507,M,117,0,0
20122013,CP,484,15201010,182,20122013,90254,,,0,200,50,0,29-03-13,10500,20122013,9182,28-03-13,210,20122013,8751,210,E,STORE,ADD,,,,D,901,M,117,0,0
20122013,CP,484,15201209,182,20122013,90254,,,0,1200,50,0,29-03-13,63000,20122013,9182,28-03-13,1330,20122013,8751,1330,E,STORE,ADD,,,,D,901,M,117,0,0
20122013,CP,485,15203060,182,20122013,90254,,,0,75,595,0,29-03-13,51318.75,20122013,9101,25-03-13,75,20122013,8688,75,E,STORE,AMD,,,,D,901,M,117,0,0
20122013,CP,486,15284344,105,20122013,20194,,,0,20,153.37,0,29-03-13,3220.77,20122013,9021,23-03-13,20,20122013,8599,20,E,STORE,ADD,-,,,D,203,M,118,0,0
20122013,CP,487,15282426,107,20122013,50800,,20122013,80,4,375,0,04-04-13,1575,20132014,78,04-04-13,4,20132014,79,4,E,ASD,UPD,sch 40,,,D,507,M,117,0,0
20122013,CP,487,15282986,107,20122013,50800,,20122013,80,10,270,0,04-04-13,2835,20132014,78,04-04-13,10,20132014,79,10,E,ASD,UPD,sch 80,,,D,507,M,117,0,0
20122013,CP,487,15283153,107,20122013,50800,,20122013,80,3,1950,0,04-04-13,6142.5,20132014,78,04-04-13,3,20132014,79,3,E,ASD,UPD,,,,D,507,M,117,0,0
20122013,CP,487,15284323,107,20122013,50799,,20122013,80,18,250,0,29-03-13,4725,20132014,77,04-04-13,19.23,20132014,76,19.23,E,ASD,UPD,,,,D,507,M,117,0,0
20122013,CP,487,15284324,107,20122013,50799,,20122013,80,10,80,0,29-03-13,840,20132014,78,04-04-13,10,20132014,79,10,E,ASD,UPD,,,,D,507,M,117,0,0
20122013,CP,487,15284363,107,20122013,50799,, ,0,5,2250,0,04-04-13,11812.5,20132014,78,04-04-13,5,20132014,79,5,E,ASD,UPD,,,,D,507,M,117,0,0
20122013,CP,488,15284349,104,20122013,40550,,,0,1,24016.25,0,01-04-13,25217.06, ,0,NULL,0, ,0,0, ,STORE,ADD,with accessories and priming chamber,,,D,409,M,19,0,0
20122013,CP,489,15202014,107,20122013,50750,,,0,1,21550,58,02-04-13,11480.62,20132014,159,06-04-13,1,20132014,158,1,E,ASD,UPD,-,,,D,504,M,115,0,0
20122013,CP,490,15215008,107,20122013,90236,,,0,1,9150,7.5,05-04-13,8886.94,20122013,9203,29-03-13,1,20122013,8636,1,E,ASD,ADD,,,,D,901,M,117,0,0
20122013,CP,490,15215024,107,20122013,90235,,,0,2,6850,7.5,05-04-13,13306.13,20122013,9203,29-03-13,2,20122013,8636,2,E,ASD,ADD,,,,D,901,M,117,0,0
20122013,CP,490,15215029,107,20122013,90235,,,0,2,16500,7.5,05-04-13,32051.25,20122013,9203,29-03-13,2,20122013,8636,2,E,ASD,ADD,,,,D,901,M,117,0,0
20122013,CP,490,15282750,107,20122013,90236,,,0,1,18500,7.5,05-04-13,17968.13,20122013,9203,29-03-13,1,20122013,8636,1,E,ASD,ADD,,,,D,901,M,117,0,0
20122013,CP,491,15201057,104,20122013,30478,,,0,300,49,0,05-04-13,15435,20132014,124,05-04-13,300,20132014,123,300,E,ASD,ADD,,,,D,308,M,29,0,0
20122013,CP,491,15201403,104,20122013,30478,,,0,200,49,0,05-04-13,10290,20132014,124,05-04-13,195,20132014,123,195,E,ASD,ADD,,,,D,308,M,29,0,0
20122013,CP,492,15201794,104,20122013,30474,,,0,250,657,0,15-04-13,172462.5, ,0,NULL,0, ,0,0, ,STORE,UPD,FLANGE ID- 225 MM,,,D,308,M,112,0,0
20122013,CP,492,15282865,104,20122013,30474,,,0,1280,560,0,15-04-13,752640, ,0,NULL,0, ,0,0, ,STORE,UPD,,,,D,308,M,112,0,0
20122013,CP,492,15282868,104,20122013,30474,,,0,105,787.5,0,15-04-13,86821.88, ,0,NULL,0, ,0,0, ,STORE,UPD,,,,D,308,M,112,0,0
20122013,CP,492,15282879,104,20122013,30474,,,0,250,285,0,15-04-13,74812.5, ,0,NULL,0, ,0,0, ,STORE,UPD,,,,D,308,M,112,0,0
20122013,CP,493,15284353,106,20122013,20202,,,0,1,14500,12,10-04-13,13398, ,0,NULL,0, ,0,0, ,STORE,ADD,,,,D,201,M,121,0,0
20122013,CP,493,15284354,106,20122013,20202,,,0,1,26600,12,10-04-13,24578.4, ,0,NULL,0, ,0,0, ,STORE,ADD,,,,D,201,M,121,0,0
20122013,CP,494,15202333,107,20122013,50798,,,0,1,10220,56,05-04-13,5171.32, ,0,NULL,0, ,0,0, ,STORE,ADD,,,,D,504,M,116,0,0
20122013,CP,495,15215010,107,20122013,50798,,,0,1,58498,7.5,05-04-13,56816.18, ,0,NULL,0, ,0,0, ,STORE,ADD,,,,D,504,M,116,0,0
20122013,CP,496,15215011,107,20122013,50798,,,0,1,6072,7.5,10-04-13,5897.43, ,0,NULL,0, ,0,0, ,STORE,UPD,,,,D,504,M,116,0,0
20122013,CP,497,15201698,107,20122013,50811,,,0,50,50,0,05-04-13,2625,20132014,256,09-04-13,50,20132014,270,50,E,STORE,ADD,-,,,D,507,M,117,0,0
20122013,CP,498,15282475,107,20122013,50811,,,0,50,65,0,05-04-13,3412.5,20132014,74,04-04-13,50,20132014,73,50,E,STORE,ADD,-,,,D,507,M,117,0,0
20122013,CP,499,15282404,107,20122013,50799,, ,0,12,40,0,01-04-13,504,20132014,59,04-04-13,12,20132014,53,12,E,STORE,ADD,,,,D,507,M,117,0,0
20122013,CP,500,15284355,104,20122013,30486,,,0,1,35000,0,15-04-13,36750,20132014,181,06-04-13,1,20132014,183,1,E,STORE,ADD,,,,D,308,M,112,0,0
20122013,CP,501,15284356,104,20122013,30487,,,0,12,24500,0,30-04-13,336945.17, ,0,NULL,0, ,0,0, ,STORE,UPD,,,,D,308,M,112,0,0
20122013,FC,25,12320024,126,20122013,10153,,,0,150,135,0,12-04-13,20250, ,0,NULL,0, ,0,0, ,STORE,ADD,,,,D,102,,,0,0
20122013,FC,26,12320030,121,20122013,20177,,,0,33,900,0,29-03-13,29700,20122013,9117,26-03-13,33,20122013,8705,33,E,STORE,UPD,,,,D,203,,,0,0
20122013,FC,26,12320030,121,20122013,20178,,,0,33,900,0,29-03-13,29700,20122013,9117,26-03-13,34,20122013,8705,34,E,STORE,UPD,,,,D,203,,,0,0
20122013,FC,26,12320031,121,20122013,20177,,,0,2,450,0,29-03-13,900, ,0,NULL,0, ,0,0, ,STORE,UPD,,,,D,203,,,0,0
20122013,FC,26,12320031,121,20122013,20178,,,0,2,450,0,29-03-13,900, ,0,NULL,0, ,0,0, ,STORE,UPD,,,,D,203,,,0,0
20122013,FC,26,12322033,121,20122013,20177,,,0,12,245,0,29-03-13,2940,20122013,9116,26-03-13,12,20122013,8704,12,E,STORE,UPD,,,,D,203,,,0,0
20122013,FC,27,12322034,121,20122013,20177,,,0,250,485,0,29-03-13,127312.5,20122013,9116,26-03-13,250,20122013,8704,250,E,STORE,ADD,,,,D,203,,,0,0
20122013,FC,28,12382137,150,20122013,60076,,,0,16,405,0,30-05-13,6804, ,0,NULL,0, ,0,0, ,STORE,ADD,,,,D,601,,,0,0
20122013,IM,16,24081005,141,20122013,50755,,,0,1,39858,0,25-03-13,62845.38,20122013,9211,29-03-13,1,20122013,8776,1,E,STORE,ADD,,,,D,502,,,0,0
20122013,IM,16,24081006,141,20122013,50755,,,0,1,39858,0,25-03-13,62845.38,20122013,9211,29-03-13,1,20122013,8776,1,E,STORE,ADD,,,,D,502,,,0,0
20122013,IM,16,24081007,141,20122013,50755,,,0,1,39858,0,25-03-13,62845.38,20122013,9211,29-03-13,1,20122013,8776,1,E,STORE,ADD,,,,D,502,,,0,0
20122013,IM,16,24081008,141,20122013,50755,,,0,1,39858,0,25-03-13,62845.38,20122013,9211,29-03-13,1,20122013,8776,1,E,STORE,ADD,,,,D,502,,,0,0
20122013,IM,16,24081009,141,20122013,50755,,,0,1,39858,0,25-03-13,62845.38,20122013,9211,29-03-13,1,20122013,8776,1,E,STORE,ADD,,,,D,502,,,0,0
20122013,IM,16,24081010,141,20122013,50788,,,0,1,39858,0,25-03-13,62845.38,20122013,9211,29-03-13,1,20122013,8776,1,E,STORE,ADD,,,,D,502,,,0,0
20122013,IM,17,24001001,121,20122013,5888,,,0,4,175200,0,04-04-13,878460.2,20122013,9212,29-03-13,4,20122013,8777,4,E,STORE,UPD,,,,D,4,,,0,0
20122013,IM,18,24003001,121,20122013,5887,,,0,3,141183,0,04-04-13,509626.94,20122013,9194,29-03-13,3,20122013,8763,3,E,STORE,UPD,,,,D,4,,,0,0
20122013,IM,18,24003003,121,20122013,5887,,,0,2,141183,0,04-04-13,362115.18,20122013,9194,29-03-13,2,20122013,8763,2,E,STORE,UPD,,,,D,4,,,0,0
20122013,IM,18,24003005,121,20122013,5887,,,0,4,141183,0,04-04-13,657138.69,20122013,9194,29-03-13,4,20122013,8763,4,E,STORE,UPD,,,,D,4,,,0,0
20122013,IM,18,24003006,121,20122013,5887,,,0,6,141183,0,04-04-13,952162.19,20122013,9194,29-03-13,6,20122013,8763,6,E,STORE,UPD,,,,D,4,,,0,0
20122013,LB,197,16106451,180,20122013,40522,,,0,5,968,10,16-03-13,4573.8,20122013,9152,28-03-13,5,20122013,8723,5,E,STORE,UPD,HI-MEDIA,,,D,406,,,0,0
20122013,LB,197,16106452,180,20122013,40522,,,0,3,1859,10,16-03-13,5270.27,20122013,9152,28-03-13,3,20122013,8723,3,E,STORE,UPD,HI-MEDIA,,,D,406,,,0,0
20122013,LB,197,16106453,180,20122013,40522,,,0,5,2333,10,16-03-13,11023.43,20122013,9152,28-03-13,5,20122013,8723,5,E,STORE,UPD,Hi-MEDIA,,,D,406,,,0,0
20122013,LB,197,16106463,180,20122013,40522,,,0,1,1645,10,16-03-13,1554.53,20122013,9152,28-03-13,1,20122013,8723,1,E,STORE,UPD,hi-media,,,D,406,,,0,0
20122013,LB,197,16108017,180,20122013,40522,,,0,3,525,10,16-03-13,1488.38,20122013,9152,28-03-13,3,20122013,8723,3,E,STORE,UPD,hi-media,,,D,406,,,0,0
20122013,LB,198,16104089,114,20122013,40521,,,0,2,1250,0,16-03-13,2625,20122013,8714,13-03-13,2,20122013,8305,2,E,STORE,ADD,STANDARD B4 CUP IS 3944,,,D,403,,,0,0
20122013,LB,199,16101013,114,20122013,40518,,,0,2,7600,30,16-03-13,11172,20122013,8726,13-03-13,2,20122013,8320,2,E,STORE,ADD,POT. IODIDE 500 GMS,,,D,403,,,0,0
20122013,LB,199,16101052,114,20122013,40518,,,0,2,450,30,16-03-13,661.5,20122013,8726,13-03-13,2,20122013,8320,2,E,STORE,ADD,HYDROCHLORIC ACID 2.5 LTR,,,D,403,,,0,0
20122013,LB,200,16102009,114,20122013,40518,,,0,6,101,17.5,16-03-13,524.95, ,0,NULL,0, ,0,0, ,STORE,ADD,CONICAL FLASK BOROSIL 250ML,,,D,403,,,0,0
20122013,LB,201,16181230,114,20122013,40518,,,0,40,24,0,16-03-13,1008,20122013,8772,15-03-13,40,20122013,8363,40,E,STORE,ADD,TISSUE ROLL BIG SIZE,,,D,403,,,0,0
20122013,LB,202,16101363,114,20122013,40518,,,0,1,295,30,22-03-13,216.83,20122013,9010,22-03-13,1,20122013,8590,1,E,STORE,ADD,AMMONUIM FERRIC SULPHATE AR GRADE 500 GMS,,,D,403,,,0,0
20122013,LB,203,16101009,114,20122013,40530,,,0,40,170,30,28-03-13,4998,20122013,9011,22-03-13,40,20122013,8591,40,E,STORE,UPD,calcium chloride 500 gms,,,D,403,,,0,0
20122013,LB,203,16101029,114,20122013,40530,,,0,2,740,45,28-03-13,854.7,20122013,9011,22-03-13,2,20122013,8591,2,E,STORE,UPD,hexane 2.5 ltr,,,D,403,,,0,0
20122013,LB,203,16105016,114,20122013,40530,,,0,1,7320,25,28-03-13,5764.5,20122013,9011,22-03-13,1,20122013,8591,1,E,STORE,UPD,filer paper no 1 46x57cms  100 pcs sheet whatman,,,D,403,,,0,0
20122013,LB,204,16104023,114,20122013,40530,,,0,2,4650,0,28-03-13,9765,20132014,81,05-04-13,2,20132014,84,2,E,STORE,UPD,PH METER DIGITAL WITH ELECTRODE 0 TO 14 RANGE,,,D,403,,,0,0
20122013,LB,204,16104073,114,20122013,40530,,,0,2,6450,0,28-03-13,13545,20132014,81,05-04-13,2,20132014,84,2,E,STORE,UPD,METER CONDUCTIVITY WITH CELL CELL CONSTANT 1.00,,,D,403,,,0,0
20122013,LB,205,16101084,114,20122013,40516,,,0,10,209,45,27-03-13,1206.98,20132014,52,04-04-13,10,20132014,65,10,E,STORE,UPD,SODIUM HYDROXIDE 500 GMS,,,D,403,,,0,0
20122013,LB,205,16101122,114,20122013,40516,,,0,8,581,45,27-03-13,2684.22,20132014,52,04-04-13,8,20132014,65,8,E,STORE,UPD,CUPRIC SULPHATE 500 GMS,,,D,403,,,0,0
20122013,LB,205,16101325,114,20122013,40516,,,0,40,421,0,27-03-13,17682,20132014,52,04-04-13,38,20132014,65,38,E,STORE,UPD,POT SOD TARTRATE 500 GMS,,,D,403,,,0,0
20122013,LB,206,16102003,114,20122013,40516,,,0,8,61,17.5,27-03-13,422.73,20122013,9103,26-03-13,8,20122013,8691,8,E,STORE,UPD,BEAKER BOROSIL 250 ML,,,D,403,,,0,0
20122013,LB,206,16102004,114,20122013,40516,,,0,4,98,17.5,27-03-13,339.57,20122013,9103,26-03-13,4,20122013,8691,4,E,STORE,UPD,BEAKER  BOROSIL 500 ML,,,D,403,,,0,0
20122013,LB,207,16102004,114,20122013,40549,,,0,4,98,17.5,29-03-13,339.57,20132014,50,04-04-13,4,20132014,63,4,E,STORE,ADD,BEAKER BOROSIL 500 ML,,,D,403,,,0,0
20122013,LB,207,16102007,114,20122013,40549,,,0,2,201,17.5,29-03-13,348.23,20132014,50,04-04-13,2,20132014,63,2,E,STORE,ADD,BEAKER BOROSIL 1000 ML,,,D,403,,,0,0
20122013,LB,207,16102045,114,20122013,40549,,,0,2,388,17.5,29-03-13,672.21,20132014,50,04-04-13,2,20132014,63,2,E,STORE,ADD,BEAKER BOROSIL 2000 ML,,,D,403,,,0,0
20122013,LB,207,16102081,114,20122013,40549,,,0,2,239,17.5,29-03-13,414.07,20132014,50,04-04-13,2,20132014,63,2,E,STORE,ADD,CONICAL FLASK 1000 ML,,,D,403,,,0,0
20122013,LB,207,16103003,114,20122013,40549,,,0,2,40,0,29-03-13,84,20132014,50,04-04-13,2,20132014,63,2,E,STORE,ADD,PLASTIC BEAKER 1000 ML,,,D,403,,,0,0
20122013,LB,208,16101305,114,20122013,40551,,,0,1,210,15,29-03-13,187.43,20132014,80,05-04-13,1,20132014,80,1,E,STORE,ADD,SODIUM SULPHITE 500 GMS,,,D,403,,,0,0
20122013,LB,208,16104005,114,20122013,40551,,,0,5,55,0,29-03-13,288.75,20132014,80,05-04-13,5,20132014,80,5,E,STORE,ADD,AUTO BURETTE BULB COMMERCIAL,,,D,403,,,0,0
20122013,LB,208,16104010,114,20122013,40551,,,0,10,90,0,29-03-13,945,20132014,80,05-04-13,10,20132014,80,10,E,STORE,ADD,BAUME METER 10 TO 20 AMBER MAKE,,,D,403,,,0,0
20122013,LB,209,16101423,114,20122013,40551,,,0,4,300,30,29-03-13,882, ,0,NULL,0, ,0,0, ,STORE,ADD,SODIUM BI SULPHITE 500 GMS,,,D,403,,,0,0
20122013,LB,210,16104003,114,20122013,40551,,,0,3,1400,0,29-03-13,4410,20132014,82,05-04-13,3,20132014,85,3,E,STORE,ADD,ELECTRODE COMBINED RANGE 0 TO 14 PH TEMP 20 TO 100 DEG C,,,D,403,,,0,0
20122013,LB,211,16102006,141,20122013,50795,,,0,6,58,17.5,29-03-13,301.46,20132014,49,04-04-13,6,20132014,62,6,E,STORE,ADD,,,,D,502,,,0,0
20122013,LB,212,16104026,141,20122013,50795,,,0,5,85,0,29-03-13,446.25,20132014,206,08-04-13,5,20132014,219,5,E,STORE,ADD,,,,D,502,,,0,0
20122013,LB,213,16112016,114,20122013,40519,,,0,2,2000,0,23-03-13,4494.4,20122013,9110,26-03-13,2,20122013,8698,2,E,STORE,ADD,REPAIRING/SERVICING OF SPECTROPHOTOMETER MODEL 169,,,D,403,,,0,0
20122013,LB,214,16104001,141,20122013,50791,,,0,3,1400,0,01-04-13,4410,20132014,178,06-04-13,3,20132014,180,3,E,STORE,ADD,,,,D,502,,,0,0
20122013,LB,215,16102080,141,20122013,50794,,,0,6,410,17,01-04-13,2143.89,20132014,185,06-04-13,6,20132014,197,6,E,STORE,ADD,,,,D,502,,,0,0
20122013,LB,215,16102089,141,20122013,50793,,,0,6,145,17,01-04-13,758.21,20132014,185,06-04-13,6,20132014,197,6,E,STORE,ADD,,,,D,502,,,0,0
20122013,LB,215,16102206,141,20122013,50793,,,0,6,377,17.5,01-04-13,1959.46,20132014,185,06-04-13,6,20132014,197,6,E,STORE,ADD,,,,D,502,,,0,0
20122013,LB,215,16102207,141,20122013,50793,,,0,6,355,17.5,01-04-13,1845.11,20132014,185,06-04-13,6,20132014,197,6,E,STORE,ADD,,,,D,502,,,0,0
20122013,LB,215,16107031,141,20122013,50793,,,0,6,101,17.5,01-04-13,524.95,20132014,185,06-04-13,3,20132014,197,3,,STORE,ADD,,,,D,502,,,0,0
20122013,LB,216,16104009,141,20122013,50794,,,0,5,90,0,01-04-13,472.5,20132014,251,09-04-13,5,20132014,264,5,E,STORE,ADD,,,,D,502,,,0,0
20122013,LB,216,16104010,141,20122013,50794,,,0,10,90,0,01-04-13,945,20132014,251,09-04-13,10,20132014,264,10,E,STORE,ADD,,,,D,502,,,0,0
20122013,LB,216,16104015,141,20122013,50794,,,0,10,90,0,01-04-13,945,20132014,251,09-04-13,10,20132014,264,10,E,STORE,ADD,,,,D,502,,,0,0
20122013,LB,216,16104034,141,20122013,50794,,,0,10,85,0,01-04-13,892.5,20132014,251,09-04-13,10,20132014,264,10,E,STORE,ADD,,,,D,502,,,0,0
20122013,LB,217,16108056,240,20122013,40536,,,0,1,4250,0,05-04-13,4462.5,20122013,9201,29-03-13,1,20122013,8769,1,E,ASD,ADD,,,,D,414,,,0,0
20122013,MM,63,11336052,125,20122013,5788,,,0,2,1200,0,04-03-13,2520,20122013,8523,06-03-13,2,20122013,8124,2,E,STORE,UPD,,,,D,8,,,0,0
20122013,MM,63,11336053,125,20122013,5788,,,0,2,2650,0,04-03-13,5565,20122013,8523,06-03-13,2,20122013,8124,2,E,STORE,UPD,,,,D,8,,,0,0
20122013,MM,63,11337024,125,20122013,5788,, ,0,2,950,0,12-03-13,1995,20122013,8523,06-03-13,2,20122013,8124,2,E,STORE,UPD,,,,D,8,,,0,0
20122013,MM,63,11337027,125,20122013,5788,,,0,2,1050,0,04-03-13,2205,20122013,8523,06-03-13,2,20122013,8124,2,E,STORE,UPD,,,,D,8,,,0,0
20122013,MM,64,11101973,125,20122013,40524,, ,0,6,330,45,13-03-13,1143.45,20122013,8753,15-03-13,6,20122013,8341,6,E,STORE,UPD,,,,D,406,,,0,0
20122013,MM,64,11103958,125,20122013,40524,, ,0,30,42.25,60,13-03-13,532.35,20122013,8753,15-03-13,30,20122013,8341,30,E,STORE,UPD,,,,D,406,,,0,0
20122013,MM,64,11104403,125,20122013,40049,,,0,30,9.73,60,13-03-13,122.6,20122013,8753,15-03-13,30,20122013,8341,30,E,STORE,UPD,,,,D,406,,,0,0
20122013,MM,64,11133310,125,20122013,40049,,,0,30,3.75,40,13-03-13,70.88,20122013,8753,15-03-13,30,20122013,8341,30,E,STORE,UPD,,,,D,406,,,0,0
20122013,MM,65,11107066,125,20122013,40048,,,0,13,666,20,13-03-13,7272.72,20122013,8643,12-03-13,13.96,20122013,8235,13.96,E,STORE,UPD,,,,D,406,,,0,0
20122013,MM,65,11107139,125,20122013,40048,,,0,10,499,20,13-03-13,4191.6,20122013,8643,12-03-13,9.9,20122013,8235,9.9,E,STORE,UPD,,,,D,406,,,0,0
20122013,MM,66,12302089,125,20122013,40346,,,0,10,31,10,13-03-13,292.95,20122013,8646,12-03-13,10,20122013,8238,10,E,STORE,ADD,,,,D,405,,,0,0
20122013,MM,66,12302137,125,20122013,40347,,,0,10,46,10,13-03-13,434.7,20122013,8646,12-03-13,10,20122013,8238,10,E,STORE,ADD,,,,D,405,,,0,0
20122013,MM,66,12302238,125,20112012,40612,,,0,10,30,10,13-03-13,283.5,20122013,8646,12-03-13,10,20122013,8238,10,E,STORE,ADD,,,,D,405,,,0,0
20122013,MM,66,12302239,125,20122013,40346,,,0,10,39,10,13-03-13,368.55,20122013,8646,12-03-13,10,20122013,8238,10,E,STORE,ADD,,,,D,405,,,0,0
20122013,MM,66,12302258,125,20112012,50150,,,0,10,41,10,13-03-13,387.45,20122013,8646,12-03-13,10,20122013,8238,10,E,STORE,ADD,,,,D,504,,,0,0
20122013,MM,66,12302265,125,20122013,40347,,,0,10,31,10,13-03-13,292.95,20122013,8646,12-03-13,10,20122013,8238,10,E,STORE,ADD,,,,D,405,,,0,0
20122013,MM,66,12302340,125,20112012,40614,,,0,10,28,10,13-03-13,264.6,20122013,8646,12-03-13,10,20122013,8238,10,E,STORE,ADD,,,,D,405,,,0,0
20122013,MM,66,12302345,125,20122013,40347,,,0,10,39,10,13-03-13,368.55,20122013,8646,12-03-13,10,20122013,8238,10,E,STORE,ADD,,,,D,405,,,0,0
20122013,MM,66,12302348,125,20122013,40347,,,0,10,39,10,13-03-13,368.55,20122013,8646,12-03-13,10,20122013,8238,10,E,STORE,ADD,,,,D,405,,,0,0
20122013,MM,67,11336052,125,20122013,5788,,,0,1,1200,0,18-03-13,1260,20122013,8848,19-03-13,1,20122013,8429,1,E,STORE,ADD,,,,D,8,,,0,0
20122013,MM,67,11336053,125,20122013,5788,,,0,1,2650,0,18-03-13,2782.5,20122013,8848,19-03-13,1,20122013,8429,1,E,STORE,ADD,,,,D,8,,,0,0
20122013,MM,67,11337024,125,20122013,5788,,,0,2,950,0,18-03-13,1995,20122013,8848,19-03-13,2,20122013,8429,2,E,STORE,ADD,,,,D,8,,,0,0
20122013,MM,67,11337027,125,20122013,5788,,,0,2,1050,0,18-03-13,2205,20122013,8848,19-03-13,2,20122013,8429,2,E,STORE,ADD,,,,D,8,,,0,0
20122013,MM,68,11101059,125,20122013,40048,,,0,10,66,35,26-03-13,450.45,20122013,8921,20-03-13,10,20122013,8502,10,E,STORE,ADD,,,,D,406,,,0,0
20122013,MM,68,11101148,125,20122013,40048,,,0,6,345,35,26-03-13,1412.78,20122013,8921,20-03-13,6,20122013,8502,6,E,STORE,ADD,,,,D,406,,,0,0
20122013,MM,69,11339023,125,20122013,40362,,,0,10,55,0,26-03-13,577.5,20122013,8897,20-03-13,10,20122013,8478,10,E,STORE,ADD,,,,D,406,,,0,0
20122013,MM,69,11339029,125,20122013,40362,,,0,10,22,0,26-03-13,231,20122013,8897,20-03-13,10,20122013,8478,10,E,STORE,ADD,,,,D,406,,,0,0
20122013,MM,69,11339082,125,20122013,40362,,,0,6,101,0,26-03-13,636.3,20122013,8897,20-03-13,6,20122013,8478,6,E,STORE,ADD,,,,D,406,,,0,0
20122013,MM,69,11339093,125,20122013,40090,,,0,6,46,0,26-03-13,289.8,20122013,8897,20-03-13,6,20122013,8478,6,E,STORE,ADD,,,,D,406,,,0,0
20122013,MS,172,16204211,124,20122013,50722,,,0,10,170,0,08-03-13,1785,20122013,8425,04-03-13,10,20122013,8027,10,E,STORE,ADD,,,,D,504,,,0,0
20122013,MS,173,16204547,124,20122013,50722,,,0,40,155,0,08-03-13,6510,20122013,8539,07-03-13,42.89,20122013,8139,42.89,E,STORE,ADD,,,,D,504,,,0,0
20122013,MS,174,16502078,130,20122013,30426,,,0,6,130,0,09-03-13,897,20122013,8789,16-03-13,6,20122013,8377,6,E,STORE,UPD,,,,D,306,,,0,0
20122013,MS,175,16201523,127,20122013,20175,,,0,3,1200,0,11-03-13,3780,20122013,8458,05-03-13,3,20122013,8059,3,E,STORE,UPD,,,,D,201,,,0,0
20122013,MS,175,16204630,127,20122013,20175,, ,0,1,9500,0,11-03-13,9975,20122013,8724,13-03-13,1,20122013,8318,1,E,STORE,UPD,,,,D,201,,,0,0
20122013,MS,176,16210003,121,20122013,5796,,,0,1,50,0,04-03-13,52.5,20122013,8484,05-03-13,1,20122013,8086,1,E,STORE,UPD,,,,D,4,,,0,0
20122013,MS,176,16210008,150,20122013,60105,,,0,10,35,0,04-03-13,367.5,20122013,8483,05-03-13,10,20122013,8085,10,E,STORE,UPD,,,,D,601,,,0,0
20122013,MS,176,16210012,121,20122013,5796,,,0,1,400,0,04-03-13,420,20122013,8484,05-03-13,1,20122013,8086,1,E,STORE,UPD,,,,D,4,,,0,0
20122013,MS,176,16210015,150,20122013,60105,,,0,2,275,0,04-03-13,577.5,20122013,8483,05-03-13,2,20122013,8085,2,E,STORE,UPD,,,,D,601,,,0,0
20122013,MS,176,16210016,121,20122013,5796,,,0,4,45,0,04-03-13,189,20122013,8484,05-03-13,4,20122013,8086,4,E,STORE,UPD,,,,D,4,,,0,0
20122013,MS,177,16201046,100,20122013,40526,,,0,100,195,0,14-03-13,23005.71,20122013,8563,08-03-13,100,20122013,8158,100,E,STORE,ADD,,,,D,406,,,0,0
